ERROR:root:An error occured: 'function' object has no attribute 'merge_data'
ERROR:root:An error occured: An error occurred while calling the read_csv method registered to the pandas backend.
Original Message: [Errno 13] Permission denied: 'C:/Users/steva/OneDrive/Programiranje/Neural Networks/Projects/Predicting Anti-Cancer Drug Effectiveness from Molecular Data/src/data/raw_data/processed/GDSC2_public_raw_data_27Oct23.csv'
2025-05-26 11:01:49,522 - ERROR - Missing required file: C:\Users\steva\OneDrive\Programiranje\Neural Networks\Projects\Predicting Anti-Cancer Drug Effectiveness from Molecular Data\src\data\raw_data\processed\all_mutations.csv
2025-05-26 11:05:12,690 - ERROR - Missing required file: C:\Users\steva\OneDrive\Programiranje\Neural Networks\Projects\Predicting Anti-Cancer Drug Effectiveness from Molecular Data\src\data\raw_data\processed\all_mutations.csv
2025-05-26 13:58:09,793 - WARNING - Could not bin 'CONC' column: Input array must be 1 dimensional
2025-05-28 11:56:36,064 - WARNING - Dropped 5975779 duplicate rows based on 'drug_id'.
2025-05-28 11:56:36,071 - WARNING - Dropped 1 rows with missing 'drug_id'.
2025-05-28 11:56:36,174 - WARNING - Dropped 15069149 duplicate rows based on 'drug_id'.
2025-05-28 11:56:36,175 - WARNING - Dropped 1 rows with missing 'drug_id'.
2025-05-28 11:56:36,177 - WARNING - Dropped 76 duplicate rows based on 'drug_id'.
2025-05-28 11:56:36,178 - ERROR - 'GENE_ID' column not found in DataFrame.
2025-05-28 12:00:45,273 - WARNING - Dropped 5975779 duplicate rows based on 'drug_id'.
2025-05-28 12:00:45,277 - WARNING - Dropped 1 rows with missing 'drug_id'.
2025-05-28 12:00:45,370 - WARNING - Dropped 15069149 duplicate rows based on 'drug_id'.
2025-05-28 12:00:45,371 - WARNING - Dropped 1 rows with missing 'drug_id'.
2025-05-28 12:00:45,372 - WARNING - Dropped 76 duplicate rows based on 'drug_id'.
2025-05-28 12:00:45,373 - WARNING - Dropped 490 duplicate rows based on 'gene_id'.
2025-05-28 12:00:45,375 - WARNING - Dropped 25478 duplicate rows based on 'gene_id'.
2025-05-28 12:00:45,841 - WARNING - Dropped 9916000 duplicate rows based on 'gene_id'.
2025-05-28 12:03:33,006 - WARNING - Dropped 5975779 duplicate rows based on 'drug_id'.
2025-05-28 12:03:33,012 - WARNING - Dropped 1 rows with missing 'drug_id'.
2025-05-28 12:03:33,114 - WARNING - Dropped 15069149 duplicate rows based on 'drug_id'.
2025-05-28 12:03:33,116 - WARNING - Dropped 1 rows with missing 'drug_id'.
2025-05-28 12:03:33,120 - WARNING - Dropped 76 duplicate rows based on 'drug_id'.
2025-05-28 12:03:33,122 - WARNING - Dropped 490 duplicate rows based on 'gene_id'.
2025-05-28 12:03:33,124 - WARNING - Dropped 25478 duplicate rows based on 'gene_id'.
2025-05-28 12:03:33,681 - WARNING - Dropped 9916000 duplicate rows based on 'gene_id'.
2025-05-28 12:04:48,945 - WARNING - Dropped 5975779 duplicate rows based on 'drug_id'.
2025-05-28 12:04:48,961 - WARNING - Dropped 1 rows with missing 'drug_id'.
2025-05-28 12:04:49,076 - WARNING - Dropped 15069149 duplicate rows based on 'drug_id'.
2025-05-28 12:04:49,077 - WARNING - Dropped 1 rows with missing 'drug_id'.
2025-05-28 12:04:49,079 - WARNING - Dropped 76 duplicate rows based on 'drug_id'.
2025-05-28 12:04:49,081 - WARNING - Dropped 490 duplicate rows based on 'gene_id'.
2025-05-28 12:04:49,084 - WARNING - Dropped 25478 duplicate rows based on 'gene_id'.
2025-05-28 12:04:49,583 - WARNING - Dropped 9916000 duplicate rows based on 'gene_id'.
2025-05-28 12:06:28,246 - WARNING - Dropped 5975779 duplicate rows based on 'drug_id'.
2025-05-28 12:06:28,251 - WARNING - Dropped 1 rows with missing 'drug_id'.
2025-05-28 12:06:28,354 - WARNING - Dropped 15069149 duplicate rows based on 'drug_id'.
2025-05-28 12:06:28,355 - WARNING - Dropped 1 rows with missing 'drug_id'.
2025-05-28 12:06:28,357 - WARNING - Dropped 76 duplicate rows based on 'drug_id'.
2025-05-28 12:06:28,359 - WARNING - Dropped 490 duplicate rows based on 'gene_id'.
2025-05-28 12:06:28,362 - WARNING - Dropped 25478 duplicate rows based on 'gene_id'.
2025-05-28 12:06:28,938 - WARNING - Dropped 9916000 duplicate rows based on 'gene_id'.
2025-05-28 12:09:56,303 - WARNING - Dropped 5975779 duplicate rows based on 'drug_id'.
2025-05-28 12:09:56,309 - WARNING - Dropped 1 rows with missing 'drug_id'.
2025-05-28 12:09:56,438 - WARNING - Dropped 15069149 duplicate rows based on 'drug_id'.
